Order ID,Order Date,Customer ID,Product ID,Quantity
IRX-59256-644,2019-08-12,94840-49457-UD,A-D-0.2,3.0
ISJ-48676-420,2019-09-04,81414-81273-DK,L-L-0.5,6.0
ISK-42066-094,2019-10-04,76930-61689-CH,E-D-1,3.0
ISL-11200-600,2020-02-24,12839-56537-TQ,A-D-0.2,6.0
ITA-87418-783,2021-08-26,62741-01322-HU,R-D-2.5,2.0
ITE-28312-615,2021-10-03,43439-94003-DW,E-L-1,6.0
ITR-54735-364,2020-06-13,44932-34838-RM,R-D-0.2,5.0
ITY-92466-909,2021-03-01,91181-19412-RQ,A-M-2.5,3.0
ITZ-21793-986,2019-03-04,37182-54930-XC,E-D-0.2,4.0
IWL-13117-537,2019-10-13,08613-17327-XT,R-D-0.2,3.0
IXU-20263-532,2019-10-13,08613-17327-XT,L-M-2.5,2.0
IXU-67272-326,2019-08-15,70451-38048-AH,E-L-0.5,5.0
IXW-20780-268,2021-11-29,35442-75769-PL,L-L-2.5,2.0
IYO-10245-081,2020-01-19,83737-56117-JE,E-M-2.5,3.0
IZA-61469-812,2021-05-28,07095-81281-NJ,L-D-2.5,4.0
IZU-90429-382,2022-01-15,77043-48851-HG,A-L-1,3.0
JAF-18294-750,2019-12-04,78224-60622-KH,R-D-2.5,6.0
JBE-92943-643,2022-07-01,83105-86631-IU,E-D-2.5,5.0
JBP-78754-392,2019-05-07,99358-65399-TC,E-M-2.5,6.0
JBQ-93412-846,2020-08-23,94525-76037-JP,E-L-2.5,4.0
JBW-95055-851,2020-06-02,43439-94003-DW,A-M-1,5.0
JDS-33440-914,2020-01-30,82718-93677-XO,R-M-1,3.0
JEG-93140-224,2020-02-15,44708-78241-DF,E-M-0.5,5.0
JEH-37276-048,2021-06-11,23039-93032-FN,A-L-0.5,3.0
JGZ-16947-591,2022-03-11,35256-12529-FT,L-L-0.2,6.0
JHW-74554-805,2021-09-09,86100-33488-WP,R-M-1,6.0
JIG-27636-870,2019-05-14,64435-53100-WM,R-L-1,4.0
JJX-83339-346,2019-04-08,44699-43836-UH,R-L-0.2,1.0
JKA-27899-806,2020-08-15,29588-35679-RG,R-L-1,5.0
JKC-64636-831,2020-08-15,29588-35679-RG,A-M-2.5,2.0
JLJ-81802-619,2022-05-05,64815-54078-HH,A-L-1,6.0
JLN-14700-924,2021-03-27,59572-41990-XY,L-L-0.2,5.0
JMS-48374-462,2019-04-27,32481-61533-ZJ,A-D-2.5,2.0
JNA-21450-177,2021-09-25,31587-92570-HL,A-D-1,3.0
JOM-80930-071,2020-02-13,93832-04799-ID,L-D-1,6.0
JPB-45297-000,2021-07-16,59367-30821-ZQ,R-L-0.2,4.0
JQK-64922-985,2022-05-11,83947-45528-ET,R-M-2.5,3.0
JQT-14347-517,2019-02-04,60799-92593-CX,R-D-1,1.0
JSN-73975-443,2019-02-05,61600-55136-UM,L-M-0.5,1.0
JSU-23781-256,2022-05-24,59771-90302-OF,L-D-0.2,1.0
JSU-23781-256,2020-10-04,16880-78077-FB,R-M-1,4.0
JTU-55897-581,2022-06-30,74415-50873-FC,R-M-0.2,5.0
JUA-13580-095,2020-10-21,31798-95707-NR,R-L-0.2,4.0
JUO-34131-517,2020-10-16,59122-08794-WT,L-D-1,6.0
JVF-91003-729,2020-09-23,37238-52421-JJ,A-D-2.5,3.0
JVW-22582-137,2019-03-08,48854-01899-FN,E-M-0.2,5.0
JXP-28398-485,2021-06-30,80896-38819-DW,A-D-2.5,5.0
JYR-22052-185,2019-08-13,29814-01459-RC,A-M-0.5,2.0
JZC-31180-557,2021-02-22,43439-94003-DW,L-M-2.5,1.0
JZV-43874-185,2022-03-26,48497-29281-FE,A-M-1,5.0
KAC-83089-793,2020-01-10,43605-12616-YH,E-M-1,2.0
KAC-83089-793,2019-05-01,21907-75962-VB,R-L-2.5,2.0
KAR-24978-271,2020-02-09,69503-12127-YD,R-M-1,6.0
KAW-95195-329,2021-12-29,68810-07329-EU,R-D-2.5,4.0
KBB-52530-416,2020-09-09,08478-75251-OG,L-D-2.5,2.0
KCW-50949-318,2021-09-16,17005-82030-EA,E-L-1,5.0
KCY-61732-849,2020-10-26,42179-95059-DO,L-D-1,2.0
KFJ-46568-890,2019-03-12,55989-39849-WO,E-L-0.5,2.0
KGC-95046-911,2021-02-18,28932-49296-TM,A-M-2.5,2.0
KGZ-56395-231,2020-10-29,86144-10144-CB,A-D-0.5,1.0
KHG-33953-115,2021-09-06,60973-72562-DQ,L-D-0.5,3.0
KHK-13105-388,2021-09-06,60973-72562-DQ,A-M-1,6.0
KHO-27106-786,2020-09-09,11263-86515-VU,A-M-1,6.0
KHO-27106-786,2021-09-26,60004-62976-NI,L-D-2.5,6.0
KHZ-26264-253,2020-11-05,77876-28498-HI,L-L-0.2,6.0
KIX-93248-135,2019-09-12,61302-06948-EH,A-D-0.5,1.0
KJB-98240-098,2019-07-31,06757-96251-UH,L-L-1,5.0
KJJ-12573-591,2019-03-15,44530-75983-OD,A-L-2.5,1.0
KLD-88731-484,2021-05-16,44865-58249-RY,A-M-1,5.0
KMB-95211-174,2019-05-06,36021-61205-DF,R-D-2.5,4.0
KMS-49214-806,2019-02-06,75716-12782-SS,E-L-2.5,4.0
KPO-24942-184,2021-04-09,11812-00461-KH,L-L-2.5,3.0
KRB-88066-642,2020-05-20,46681-78850-ZW,L-M-1,5.0
KRW-91640-596,2020-12-02,01932-87052-KO,R-L-0.5,3.0
KRZ-13868-122,2021-08-08,16046-34805-ZF,E-L-1,3.0
KSH-47717-456,2022-02-03,34546-70516-LR,L-M-1,3.0
KTO-53793-109,2022-04-08,73699-93557-FZ,R-L-0.2,2.0
KTX-17944-494,2021-01-07,86686-37462-CK,A-L-0.2,1.0
KUX-19632-830,2021-09-02,14298-02150-KH,E-D-0.2,6.0
KXA-27983-918,2021-11-04,48675-07824-HJ,R-L-0.5,5.0
KXN-85094-246,2021-08-02,18551-80943-YQ,L-M-2.5,3.0
KYG-28296-920,2020-01-27,19196-09748-DB,E-M-2.5,1.0
KYS-27063-603,2019-12-03,72233-08665-IP,E-L-2.5,4.0
KZR-33023-209,2019-08-06,53817-13148-RK,E-L-1,3.0
LAA-41879-001,2020-03-11,92227-49331-QR,L-L-2.5,1.0
LAW-80062-016,2021-09-18,12997-41076-FQ,E-M-0.5,6.0
LBC-45686-819,2020-11-07,44220-00348-MB,A-M-1,5.0
LBZ-75997-047,2022-06-27,93047-98331-DD,A-M-2.5,6.0
LCB-02099-995,2020-02-05,16880-78077-FB,A-D-0.2,6.0
LCU-93317-340,2020-02-05,16880-78077-FB,R-D-0.2,1.0
LCY-24377-948,2020-02-07,67285-75317-XI,R-L-2.5,1.0
LDK-71031-121,2020-12-18,88167-57964-PH,L-L-2.5,1.0
LEF-83057-763,2021-08-23,16106-36039-QS,L-M-0.2,5.0
LGD-24408-274,2021-08-20,98921-82417-GN,L-L-0.5,3.0
LGL-16843-667,2019-04-01,55265-75151-AK,A-D-0.2,4.0
LHN-75209-742,2021-01-28,47386-50743-FG,R-M-0.5,6.0
LHX-81117-166,2019-10-21,32622-54551-UC,R-L-1,4.0
LIN-88046-551,2021-06-20,16880-78077-FB,R-L-0.5,4.0
LIS-96202-702,2021-11-04,48419-02347-XP,L-D-2.5,4.0
LJN-34281-921,2021-04-05,14121-20527-OJ,R-L-2.5,5.0
LKE-14821-285,2019-12-09,53486-73919-BQ,R-M-0.2,5.0
LOO-35324-159,2022-01-02,21889-94615-WT,A-L-0.2,4.0
LOU-41819-242,2019-12-08,87726-16941-QW,R-M-1,2.0
LPS-39089-432,2021-11-28,03677-09134-BC,R-D-1,5.0
LQG-41416-375,2022-03-11,93224-71517-WV,L-D-1,3.0
LQU-08404-173,2021-01-17,76263-95145-GJ,L-L-1,3.0
LRK-97117-150,2019-01-18,68555-89840-GZ,L-L-1,6.0
LTD-71429-845,2019-04-07,70624-19112-AO,A-L-0.5,1.0
LTD-96842-834,2021-02-03,58916-61837-QH,L-D-2.5,6.0
LTN-89139-350,2019-04-18,89292-52335-YZ,R-L-2.5,5.0
LTO-95975-728,2021-07-07,77284-34297-YY,R-L-0.5,4.0
LTP-31133-134,2021-02-23,50449-80974-BZ,A-L-0.5,3.0
LTS-03470-353,2021-08-10,08120-16183-AW,A-L-2.5,5.0
LUO-37559-016,2019-11-15,68044-89277-ML,L-M-1,3.0
LWJ-06793-303,2019-12-17,71364-35210-HS,R-M-2.5,2.0
LWL-68108-794,2020-03-18,37177-68797-ON,A-D-0.5,3.0
LWS-13938-905,2022-06-06,60308-06944-GS,A-M-2.5,6.0
LXK-00634-611,2021-05-20,49888-39458-PF,R-L-1,3.0
LXR-09892-726,2021-01-11,60748-46813-DZ,R-D-2.5,2.0
LXS-63326-144,2019-02-22,16385-11286-NX,R-L-0.5,2.0
LYP-52345-883,2021-11-24,68555-89840-GZ,E-M-0.5,1.0
MAY-77231-536,2022-01-18,72164-90254-EJ,A-M-0.2,2.0
MBM-00112-248,2021-08-13,67010-92988-CT,L-L-1,5.0
MBM-55936-917,2020-01-11,15776-91507-GT,L-D-0.5,3.0
MBT-23379-866,2020-07-05,23473-41001-CD,L-L-1,5.0
MDC-03318-645,2019-07-25,23446-47798-ID,A-L-0.2,2.0
MDG-14481-513,2022-05-26,28327-84469-ND,A-M-2.5,4.0
MEK-39769-035,2020-01-10,42466-87067-DT,R-D-2.5,3.0
MEK-85120-243,2019-05-17,62246-99443-HF,R-L-0.2,3.0
MEX-29350-659,2020-07-24,99869-55718-UU,E-M-1,5.0
MGH-36050-573,2020-10-20,77421-46059-RY,R-M-0.5,2.0
MGQ-98961-173,2019-09-22,49894-06550-OQ,L-L-0.5,4.0
MHD-95615-696,2020-06-07,72028-63343-SU,R-L-2.5,5.0
MHM-44857-599,2019-12-15,10074-20104-NN,L-D-1,1.0
MIF-17920-768,2020-12-06,71769-10219-IM,R-L-0.2,6.0
MIQ-16322-908,2021-12-06,22221-71106-JD,A-L-1,2.0
MIS-54381-047,2020-07-11,99735-44927-OL,A-D-0.5,5.0
MIU-01481-194,2021-06-28,27132-68907-RC,A-L-0.5,2.0
MIU-01481-194,2022-04-05,90440-62727-HI,R-M-1,6.0
MJF-20065-335,2022-03-24,36769-16558-SX,E-L-0.5,6.0
MJZ-93232-402,2020-02-08,10138-31681-SD,E-D-0.2,1.0
MKE-75518-399,2022-02-11,24669-76297-SF,A-M-1,3.0
MOR-12987-399,2020-07-02,78050-20355-DI,L-M-1,6.0
MOU-74341-266,2022-07-25,79825-17822-UH,A-D-0.5,4.0
MPQ-23421-608,2021-03-19,03990-21586-MQ,E-M-0.5,5.0
MPV-26985-215,2020-05-11,27493-46921-TZ,R-D-0.5,1.0
MQU-86100-929,2019-06-08,27132-68907-RC,L-L-0.5,4.0
MSB-08397-648,2019-06-08,27132-68907-RC,R-L-0.2,4.0
MSJ-11909-468,2019-06-08,27132-68907-RC,E-D-2.5,5.0
MUY-15309-209,2019-10-09,58816-74064-TF,L-D-1,3.0
MVB-22135-665,2021-02-20,09818-59895-EH,A-D-1,1.0
MVI-04946-827,2019-11-21,06488-46303-IZ,E-L-1,1.0
MVO-39328-830,2021-10-10,93046-67561-AY,A-L-0.5,6.0
MVO-39328-830,2021-08-05,68946-40750-LK,L-M-0.5,5.0
MVV-19034-198,2020-07-31,38387-64959-WW,E-D-2.5,6.0
MWP-46239-785,2020-09-19,48418-60841-CC,L-M-0.2,5.0
MXM-42948-061,2020-05-03,13736-92418-JS,L-L-0.2,4.0
MZJ-77284-941,2019-07-08,33000-22405-LO,E-L-0.2,5.0
MZL-81126-390,2019-10-26,46959-60474-LT,A-L-0.2,6.0
MZL-81126-390,2020-09-27,73431-39823-UP,A-M-0.2,2.0
NAR-00747-074,2022-02-28,90993-98984-JK,L-D-1,4.0
NBT-35757-542,2020-09-16,06552-04430-AG,E-L-0.2,3.0
NCH-55389-562,2020-10-28,54597-57004-QM,A-L-0.2,2.0
NCH-55389-562,2019-09-02,50238-24377-ZS,E-L-1,1.0
NCH-55389-562,2021-08-30,60370-41934-IF,E-L-2.5,5.0
NCH-55389-562,2021-06-04,06899-54551-EH,R-L-2.5,2.0
NEU-86533-016,2020-11-24,66458-91190-YC,R-D-0.2,6.0
NEX-63825-598,2020-06-21,80463-43913-WZ,R-L-0.5,2.0
NFA-03411-746,2020-07-13,67204-04870-LG,A-L-0.5,2.0
NFI-37188-246,2019-01-02,22721-63196-UJ,A-D-2.5,4.0
NFQ-23241-793,2019-01-02,22721-63196-UJ,A-M-1,3.0
NGG-24006-937,2019-01-02,22721-63196-UJ,E-M-2.5,4.0
NHI-23264-055,2019-01-02,22721-63196-UJ,A-D-0.5,4.0
NHL-11063-100,2022-02-17,55515-37571-RS,A-L-1,4.0
NID-20149-329,2020-12-19,25598-77476-CB,R-D-0.2,2.0
NJR-03699-189,2019-02-20,14888-85625-TM,E-D-2.5,1.0
NKW-24945-846,2021-01-14,92793-68332-NR,A-D-2.5,5.0
NLI-63891-565,2019-11-16,66458-91190-YC,E-M-0.2,5.0
NNB-20459-430,2019-12-04,64439-27325-LG,L-M-0.2,2.0
NNF-47422-501,2020-07-31,78570-76770-LB,E-L-0.2,6.0
NNH-62058-950,2019-03-11,98661-69719-VI,E-L-1,4.0
NOA-79645-377,2022-05-10,82990-92703-IX,R-D-0.5,5.0
NOK-50349-551,2021-12-25,49412-86877-VY,R-D-0.5,3.0
NOM-56457-507,2022-04-22,70879-00984-FJ,E-M-1,6.0
NOP-21394-646,2022-06-11,53414-73391-CR,E-L-0.5,6.0
NOP-21394-646,2022-04-27,43606-83072-OA,E-M-1,3.0
NOP-21394-646,2020-12-29,84466-22864-CE,L-D-2.5,5.0
NOP-21394-646,2020-07-14,66458-91190-YC,L-L-0.5,4.0
NOY-99738-977,2021-09-07,76499-89100-JQ,R-L-2.5,2.0
NQS-01613-687,2021-09-07,76499-89100-JQ,L-D-0.5,1.0
NQZ-82067-394,2019-06-09,39582-35773-ZJ,R-L-2.5,1.0
NSQ-72210-345,2020-10-25,66240-46962-IO,A-M-0.2,6.0
NTJ-88319-746,2021-02-28,10637-45522-ID,L-L-0.5,3.0
NUN-48214-216,2020-07-26,92599-58687-CS,A-M-0.5,4.0
NUO-20013-488,2022-06-05,06058-48844-PI,A-D-0.2,6.0
NUU-03893-975,2019-02-21,53631-24432-SY,L-L-0.5,2.0
NVN-66443-451,2020-04-05,18275-73980-KL,R-D-1,2.0
NWQ-70061-912,2019-01-10,23187-65750-HZ,R-M-0.5,1.0
NWT-78222-575,2022-04-12,22725-79522-GP,A-D-0.2,1.0
NXF-15738-707,2022-01-30,06279-72603-JE,R-D-0.5,2.0
NXM-89323-646,2021-05-14,83543-79246-ON,E-D-1,1.0
NXV-05302-067,2022-06-12,66794-66795-VW,L-M-2.5,4.0
NYQ-24237-772,2022-01-02,95424-67020-AP,L-D-0.5,4.0
NYY-73968-094,2022-01-24,73017-69644-MS,R-D-0.5,6.0
NZN-71683-705,2019-03-20,66458-91190-YC,A-L-2.5,6.0
OAM-76916-748,2020-11-21,67423-10113-LM,E-D-1,3.0
OAW-17338-101,2021-10-13,48582-05061-RY,R-D-0.2,6.0
OBN-66334-505,2021-10-19,32031-49093-KE,E-L-0.2,2.0
OCK-89033-348,2019-04-29,31715-98714-OO,A-L-0.2,6.0
OFN-49424-848,2019-10-12,73759-17258-KA,R-L-2.5,2.0
OFX-99147-470,2021-05-19,64897-79178-MH,R-M-1,6.0
OGB-91614-810,2021-07-03,73346-85564-JB,R-M-0.2,1.0
OGD-10781-526,2020-02-08,07476-13102-NJ,R-L-0.5,6.0
OGW-60685-912,2020-10-16,87223-37422-SK,E-D-2.5,4.0
OGY-19377-175,2020-10-23,57837-15577-YK,E-D-0.5,1.0
OHX-11953-965,2021-03-10,10142-55267-YO,E-L-2.5,2.0
OIB-13664-879,2021-07-07,73647-66148-VM,A-M-1,2.0
OIB-77163-890,2021-02-05,10142-55267-YO,E-L-0.5,5.0
OIL-26493-755,2020-12-11,92976-19453-DT,A-M-0.5,1.0
OJL-96844-459,2022-05-13,89757-51438-HX,L-L-0.2,5.0
OJU-34452-896,2019-10-23,76192-13390-HZ,E-L-0.5,1.0
OKA-93124-100,2020-09-11,02009-87294-SY,R-M-0.5,5.0
OKU-29966-417,2019-09-29,82872-34456-LJ,E-L-0.2,4.0
OLA-68289-577,2021-03-03,13181-04387-LI,A-M-0.5,5.0
OLF-77983-457,2021-11-23,24845-36117-TI,A-L-2.5,2.0
OLH-95722-362,2021-11-06,66458-91190-YC,L-D-0.5,3.0
OLH-95722-362,2021-01-29,86646-65810-TD,R-M-2.5,4.0
ONW-00560-570,2022-04-16,59480-02795-IU,A-M-1,2.0
OOU-61343-455,2021-07-24,61809-87758-LJ,A-M-1,2.0
OPY-30711-853,2019-08-11,77408-43873-RS,A-D-0.2,1.0
OQA-93249-841,2019-07-23,18366-65239-WF,A-M-2.5,6.0
OQS-46321-904,2020-06-09,19485-98072-PS,E-M-1,1.0
ORX-57454-917,2020-02-22,72072-33025-SD,E-D-2.5,3.0
ORZ-67699-748,2020-07-19,58118-22461-GC,A-M-2.5,6.0
OTA-40969-710,2021-09-20,90940-63327-DJ,R-L-1,5.0
OUQ-73954-002,2021-05-02,64481-42546-II,R-M-0.2,4.0
OVI-27064-381,2021-11-26,27536-28463-NJ,R-D-0.5,3.0
OVO-01283-090,2020-02-18,19485-98072-PS,L-L-2.5,2.0
OWH-11126-533,2020-04-07,70140-82812-KD,L-M-2.5,2.0
OWY-43108-475,2022-01-31,91895-55605-LS,A-M-0.2,6.0
OXY-65322-253,2019-02-19,43155-71724-XP,E-M-0.2,3.0
OYH-16533-767,2019-11-12,32038-81174-JF,E-L-1,4.0
OYU-25085-528,2022-05-16,59205-20324-NB,E-L-0.2,4.0
PBP-87115-410,2021-02-12,99899-54612-NX,E-D-0.5,5.0
PBT-36926-102,2021-04-04,26248-84194-FI,L-M-1,4.0
PCA-14081-576,2021-08-02,19485-98072-PS,R-L-0.2,5.0
PDB-98743-282,2022-06-08,84493-71314-WX,L-L-1,3.0
PJB-15659-994,2022-06-08,84493-71314-WX,L-D-2.5,4.0
PJC-31401-893,2020-05-14,39789-43945-IV,A-D-0.5,3.0
PJH-42618-877,2020-12-25,38972-89678-ZM,A-D-2.5,5.0
PJS-30996-485,2021-07-05,91465-84526-IJ,A-L-0.2,1.0
PJV-20427-019,2019-03-14,22832-98538-RB,A-L-2.5,3.0
PKJ-30083-501,2021-03-07,30844-91890-ZA,E-D-0.5,2.0
PKJ-99134-523,2021-11-05,05325-97750-WP,R-L-0.5,5.0
PKN-19556-918,2020-02-06,88992-49081-AT,A-D-0.2,1.0
PKN-19556-918,2021-03-12,10204-31464-SA,E-L-0.2,6.0
PKN-19556-918,2020-08-03,75156-80911-YT,L-D-0.5,4.0
PKN-19556-918,2019-07-25,53971-49906-PZ,R-D-2.5,5.0
PKQ-46841-696,2020-04-29,10728-17633-ST,R-M-0.5,3.0
PKR-88575-066,2019-05-02,13549-65017-VE,E-L-0.2,1.0
PMR-56062-609,2021-08-29,87688-42420-TO,E-D-0.5,3.0
PMV-54491-220,2020-03-13,05325-97750-WP,L-M-0.2,2.0
PNU-22150-408,2019-02-16,51901-35210-UI,A-D-0.2,6.0
POF-29666-012,2021-11-27,62483-50867-OM,R-D-0.5,1.0
PPP-78935-365,2021-11-23,92753-50029-SD,E-D-1,4.0
PQA-54820-810,2021-12-02,53809-98498-SN,A-L-1,3.0
PRP-53390-819,2019-01-06,66308-13503-KD,E-L-0.5,6.0
PSD-57291-590,2021-05-05,82458-87830-JE,A-M-0.5,1.0
PSS-22466-862,2021-10-23,41611-34336-WT,R-L-0.2,4.0
PSY-45485-542,2019-12-16,70089-27418-UJ,R-D-0.5,3.0
PTY-86420-119,2019-05-18,99978-56910-BN,A-D-0.5,4.0
PUH-55647-976,2019-07-14,09668-23340-IC,R-M-0.2,2.0
PUX-47906-110,2020-11-13,39457-62611-YK,L-M-1,4.0
PVI-72795-960,2020-07-16,90985-89807-RW,E-L-2.5,3.0
PVU-02950-470,2020-11-03,05325-97750-WP,E-D-1,1.0
QAK-77286-758,2022-03-20,17816-67941-ZS,R-L-0.5,5.0
QAW-05889-019,2022-02-16,90816-65619-LM,L-M-0.5,5.0
QBB-07903-622,2020-11-12,69761-61146-KD,R-L-1,5.0
QDO-57268-842,2019-10-05,24040-20817-QB,E-M-2.5,5.0
QDU-45390-361,2019-10-01,19524-21432-XP,E-M-0.5,1.0
QDV-03406-248,2020-03-06,14398-43114-RV,L-M-0.5,3.0
QEV-37451-860,2019-10-23,41486-52502-QQ,E-M-0.5,5.0
QEV-37451-860,2020-04-23,05325-97750-WP,R-M-1,2.0
QEW-47945-682,2020-06-24,20236-64364-QL,L-L-0.2,5.0
QEY-71761-460,2021-03-16,29102-40100-TZ,R-M-1,2.0
QHL-27188-431,2020-04-07,09171-42203-EB,L-L-0.5,2.0
QJB-90477-635,2021-09-30,29060-75856-UI,L-L-2.5,4.0
QKA-72582-644,2022-05-01,17088-16989-PL,E-M-0.5,2.0
QLC-52637-305,2021-01-21,14756-18321-CL,L-D-2.5,4.0
QLM-07145-668,2020-06-24,13324-78688-MI,E-D-0.2,2.0
QNA-31113-984,2019-03-03,73799-04749-BM,L-M-0.2,4.0
QNP-18893-547,2021-01-28,01927-46702-YT,R-L-1,5.0
QOJ-38788-727,2020-06-28,80467-17137-TO,E-M-2.5,5.0
QOO-24615-950,2020-07-05,14640-87215-BK,R-M-2.5,3.0
QPM-95832-683,2019-03-02,94447-35885-HK,L-L-1,2.0
QRA-73277-814,2022-05-01,71034-49694-CS,A-L-0.5,4.0
QTC-71005-730,2022-04-29,00445-42781-KX,A-L-0.2,4.0
QTG-93823-843,2022-04-29,00445-42781-KX,A-M-0.5,1.0
QTG-93823-843,2022-04-29,00445-42781-KX,E-D-0.5,3.0
QTR-19001-114,2022-04-29,00445-42781-KX,A-D-1,2.0
QUQ-90580-772,2020-08-06,96116-24737-LV,L-M-0.2,2.0
QUU-91729-492,2019-12-21,18684-73088-YL,A-D-0.2,4.0
QVL-32245-818,2020-04-19,74671-55639-TU,A-M-0.5,5.0
QWY-99467-368,2022-01-17,17488-65879-XL,A-D-2.5,1.0
QXX-89943-393,2019-01-22,46431-09298-OU,R-D-0.2,4.0
QYC-63914-195,2020-02-28,60378-26473-FE,E-L-1,3.0
RAU-17060-674,2019-08-07,34927-68586-ZV,L-L-0.2,1.0
RCK-04069-371,2021-05-15,29051-27555-GD,E-L-2.5,2.0
RDM-99811-230,2021-12-17,52143-35672-JF,L-M-0.2,5.0
RDW-33155-159,2021-09-09,64918-67725-MN,A-L-1,6.0
REH-56504-397,2020-02-19,85634-61759-ND,A-M-2.5,5.0
RFG-28227-288,2020-06-29,40180-22940-QB,A-L-0.5,6.0
RFH-64349-897,2022-05-13,34666-76738-SQ,E-D-0.5,3.0
RGJ-12544-083,2020-10-02,98536-88616-FF,L-D-2.5,3.0
RGM-01187-513,2021-12-02,55621-06130-SA,E-D-0.2,6.0
RGU-43561-950,2021-11-02,45666-86771-EH,A-L-2.5,5.0
RIK-61730-794,2020-02-23,52143-35672-JF,L-M-0.2,6.0
RIU-02231-623,2020-07-03,24689-69376-XX,R-L-0.5,5.0
RJI-71409-490,2019-02-11,71891-51101-VQ,L-M-0.5,5.0
RJR-12175-899,2020-09-10,71749-05400-CN,E-D-0.5,3.0
RJV-08261-583,2020-03-02,64845-00270-NO,A-D-0.2,5.0
RKW-81145-984,2021-06-28,29851-36402-UX,L-L-1,3.0
RLM-96511-467,2019-01-11,12190-25421-WM,R-L-2.5,1.0
RMA-08327-369,2019-09-20,52316-30571-GD,A-M-0.5,6.0
RMW-74160-339,2021-10-16,23243-92649-RY,R-L-2.5,4.0
RNH-54912-747,2020-01-01,39528-19971-OR,R-M-0.5,1.0
ROV-87448-086,2022-03-10,32743-78448-KT,A-M-2.5,4.0
RPJ-37787-335,2022-05-12,93417-12322-YB,A-M-2.5,3.0
RPW-36123-215,2020-09-10,56891-86662-UY,E-L-0.5,2.0
RRP-51647-420,2021-10-16,40414-26467-VE,E-D-1,3.0
RSR-96390-187,2021-06-17,87858-83734-RK,E-M-1,6.0
RTL-16205-161,2019-03-30,46818-20198-GB,A-M-0.5,1.0
RUJ-30649-712,2021-12-19,29808-89098-XD,L-L-0.2,2.0
